Time, Rain(mm), Latitude, 10.215, Longitude, 77.998,
PERSIANN_1d20170708, 8.020
PERSIANN_1d20170709, 11.950
PERSIANN_1d20170710, 8.690
PERSIANN_1d20170711, 3.830
PERSIANN_1d20170712, 7.140
PERSIANN_1d20170713, 7.010
PERSIANN_1d20170714, 2.690
PERSIANN_1d20170715, 0.000
PERSIANN_1d20170716, 0.200
PERSIANN_1d20170717, 2.660
PERSIANN_1d20170718, 0.880
PERSIANN_1d20170719, 2.260
PERSIANN_1d20170720, 0.000
PERSIANN_1d20170721, 0.000
PERSIANN_1d20170722, 0.000
PERSIANN_1d20170723, 0.000
PERSIANN_1d20170724, 0.000
PERSIANN_1d20170725, 0.000
PERSIANN_1d20170726, 1.030
PERSIANN_1d20170727, 0.220
PERSIANN_1d20170728, 2.020
PERSIANN_1d20170729, 14.670
PERSIANN_1d20170730, 17.410
PERSIANN_1d20170731, 33.250
PERSIANN_1d20170801, 24.890
PERSIANN_1d20170802, 5.500
PERSIANN_1d20170803, 0.000
PERSIANN_1d20170804, 0.000
PERSIANN_1d20170805, 1.110
PERSIANN_1d20170806, 0.000
PERSIANN_1d20170807, 6.590
PERSIANN_1d20170808, 99.750
PERSIANN_1d20170809, 26.200
PERSIANN_1d20170810, 16.630
PERSIANN_1d20170811, 10.340
PERSIANN_1d20170812, 65.900
PERSIANN_1d20170813, 8.210
PERSIANN_1d20170814, 31.530
PERSIANN_1d20170815, 12.400
PERSIANN_1d20170816, 14.080
PERSIANN_1d20170817, 1.670
PERSIANN_1d20170818, 24.630
PERSIANN_1d20170819, 1.230
PERSIANN_1d20170820, 3.630
PERSIANN_1d20170821, 0.000
PERSIANN_1d20170822, 5.890
PERSIANN_1d20170823, 2.520
PERSIANN_1d20170824, 7.570
PERSIANN_1d20170825, 4.220
PERSIANN_1d20170826, 0.000
PERSIANN_1d20170827, 4.530
PERSIANN_1d20170828, 4.180
PERSIANN_1d20170829, 0.770
PERSIANN_1d20170830, 9.070
PERSIANN_1d20170831, 2.620
PERSIANN_1d20170901, 25.770
PERSIANN_1d20170902, 2.940
PERSIANN_1d20170903, 0.000
PERSIANN_1d20170904, 18.380
PERSIANN_1d20170905, 0.000
PERSIANN_1d20170906, 6.700
PERSIANN_1d20170907, 22.540
PERSIANN_1d20170908, 24.800
PERSIANN_1d20170909, 11.730
PERSIANN_1d20170910, 4.790
PERSIANN_1d20170911, 2.680
PERSIANN_1d20170912, 1.240
PERSIANN_1d20170913, 0.000
PERSIANN_1d20170914, 0.000
PERSIANN_1d20170915, 0.000
PERSIANN_1d20170916, 5.030
PERSIANN_1d20170917, 1.590
PERSIANN_1d20170918, 0.000
PERSIANN_1d20170919, 0.000
PERSIANN_1d20170920, 0.000
PERSIANN_1d20170921, 0.000
PERSIANN_1d20170922, 0.000
PERSIANN_1d20170923, 0.000
PERSIANN_1d20170924, 38.390
PERSIANN_1d20170925, 14.410
PERSIANN_1d20170926, 6.900
PERSIANN_1d20170927, 17.750
PERSIANN_1d20170928, 1.420
PERSIANN_1d20170929, 0.430
PERSIANN_1d20170930, 0.000
PERSIANN_1d20171001, 8.470
PERSIANN_1d20171002, 0.000
PERSIANN_1d20171003, 0.000
PERSIANN_1d20171004, 26.840
PERSIANN_1d20171005, 22.700
PERSIANN_1d20171006, 5.930
PERSIANN_1d20171007, 2.450
PERSIANN_1d20171008, 10.410
PERSIANN_1d20171009, 2.970
PERSIANN_1d20171010, 12.170
PERSIANN_1d20171011, 18.570
PERSIANN_1d20171012, 4.180
PERSIANN_1d20171013, 0.900
PERSIANN_1d20171014, 0.760
PERSIANN_1d20171015, 0.000
PERSIANN_1d20171016, 1.690
PERSIANN_1d20171017, 0.500
PERSIANN_1d20171018, 0.000
PERSIANN_1d20171019, 0.000
PERSIANN_1d20171020, 2.860
PERSIANN_1d20171021, 14.300
PERSIANN_1d20171022, 0.000
PERSIANN_1d20171023, 1.570
PERSIANN_1d20171024, 4.590
PERSIANN_1d20171025, 0.290
PERSIANN_1d20171026, 3.870
PERSIANN_1d20171027, 17.270
PERSIANN_1d20171028, 0.000
PERSIANN_1d20171029, 0.000
PERSIANN_1d20171030, 1.700
PERSIANN_1d20171031, 0.000
PERSIANN_1d20171101, 0.000
PERSIANN_1d20171102, 3.590
PERSIANN_1d20171103, 0.000
PERSIANN_1d20171104, 1.730
PERSIANN_1d20171105, 2.270
PERSIANN_1d20171106, 0.000
PERSIANN_1d20171107, 0.000
PERSIANN_1d20171108, 1.250
PERSIANN_1d20171109, 0.000
PERSIANN_1d20171110, 5.260
PERSIANN_1d20171111, 0.310
PERSIANN_1d20171112, 0.000
PERSIANN_1d20171113, 0.000
PERSIANN_1d20171114, 0.000
PERSIANN_1d20171115, 0.000
PERSIANN_1d20171116, 0.830
PERSIANN_1d20171117, 0.000
PERSIANN_1d20171118, 0.000
PERSIANN_1d20171119, 0.000
PERSIANN_1d20171120, 0.000
PERSIANN_1d20171121, 0.910
PERSIANN_1d20171122, 0.570
PERSIANN_1d20171123, 0.000
PERSIANN_1d20171124, 0.840
PERSIANN_1d20171125, 3.830
PERSIANN_1d20171126, 17.250
PERSIANN_1d20171127, 4.000
PERSIANN_1d20171128, 1.100
PERSIANN_1d20171129, 0.000
PERSIANN_1d20171130, 7.810
PERSIANN_1d20171201, 0.000
PERSIANN_1d20171202, 0.850
PERSIANN_1d20171203, 0.000
PERSIANN_1d20171204, 0.000
PERSIANN_1d20171205, 0.000
PERSIANN_1d20171206, 0.000
PERSIANN_1d20171207, 0.000
PERSIANN_1d20171208, 0.000
PERSIANN_1d20171209, 0.000
PERSIANN_1d20171210, 0.000
PERSIANN_1d20171211, 0.000
PERSIANN_1d20171212, 0.000
PERSIANN_1d20171213, 0.000
PERSIANN_1d20171214, 0.000
PERSIANN_1d20171215, 0.000
PERSIANN_1d20171216, 0.000
PERSIANN_1d20171217, 0.000
PERSIANN_1d20171218, 0.000
PERSIANN_1d20171219, 0.000
PERSIANN_1d20171220, 0.000
PERSIANN_1d20171221, 0.000
PERSIANN_1d20171222, 0.000
PERSIANN_1d20171223, 0.000
PERSIANN_1d20171224, 0.000
PERSIANN_1d20171225, 0.000
PERSIANN_1d20171226, 0.000
PERSIANN_1d20171227, 0.000
PERSIANN_1d20171228, 0.000
PERSIANN_1d20171229, 0.000
PERSIANN_1d20171230, 0.000
PERSIANN_1d20171231, 0.000
PERSIANN_1d20180101, 0.000
PERSIANN_1d20180102, 0.000
PERSIANN_1d20180103, 0.000
PERSIANN_1d20180104, 0.000
PERSIANN_1d20180105, 0.000
PERSIANN_1d20180106, 0.000
PERSIANN_1d20180107, 0.000
PERSIANN_1d20180108, 0.000
PERSIANN_1d20180109, 0.000
PERSIANN_1d20180110, 0.000
PERSIANN_1d20180111, 0.000
PERSIANN_1d20180112, 0.000
PERSIANN_1d20180113, 0.220
PERSIANN_1d20180114, 0.000
PERSIANN_1d20180115, 0.000
PERSIANN_1d20180116, 0.000
PERSIANN_1d20180117, 0.000
PERSIANN_1d20180118, 0.000
PERSIANN_1d20180119, 0.000
PERSIANN_1d20180120, 0.000
PERSIANN_1d20180121, 0.000
PERSIANN_1d20180122, 0.000
PERSIANN_1d20180123, 0.000
PERSIANN_1d20180124, 0.000
PERSIANN_1d20180125, 0.000
PERSIANN_1d20180126, 0.000
PERSIANN_1d20180127, 0.000
PERSIANN_1d20180128, 0.000
PERSIANN_1d20180129, 0.000
PERSIANN_1d20180130, 0.000
PERSIANN_1d20180131, 0.000
PERSIANN_1d20180201, 0.000
PERSIANN_1d20180202, 0.000
PERSIANN_1d20180203, 0.000
PERSIANN_1d20180204, 0.000
PERSIANN_1d20180205, 0.000
PERSIANN_1d20180206, 0.000
PERSIANN_1d20180207, 8.460
PERSIANN_1d20180208, 1.220
PERSIANN_1d20180209, 1.360
PERSIANN_1d20180210, 0.000
PERSIANN_1d20180211, 0.000
PERSIANN_1d20180212, 0.000
PERSIANN_1d20180213, 0.000
PERSIANN_1d20180214, 0.000
PERSIANN_1d20180215, 0.000
PERSIANN_1d20180216, 0.000
PERSIANN_1d20180217, 0.000
PERSIANN_1d20180218, 0.000
PERSIANN_1d20180219, 0.000
PERSIANN_1d20180220, 0.000
PERSIANN_1d20180221, 0.000
PERSIANN_1d20180222, 0.000
PERSIANN_1d20180223, 0.000
PERSIANN_1d20180224, 0.000
PERSIANN_1d20180225, 0.000
PERSIANN_1d20180226, 0.000
PERSIANN_1d20180227, 0.000
PERSIANN_1d20180228, 0.000
PERSIANN_1d20180301, 0.000
PERSIANN_1d20180302, 0.000
PERSIANN_1d20180303, 0.000
PERSIANN_1d20180304, 0.000
PERSIANN_1d20180305, 0.000
PERSIANN_1d20180306, 0.000
PERSIANN_1d20180307, 0.000
PERSIANN_1d20180308, 0.000
PERSIANN_1d20180309, 0.340
PERSIANN_1d20180310, 0.000
PERSIANN_1d20180311, 0.000
PERSIANN_1d20180312, 0.000
PERSIANN_1d20180313, 1.750
PERSIANN_1d20180314, 5.610
PERSIANN_1d20180315, 0.000
PERSIANN_1d20180316, 0.720
PERSIANN_1d20180317, 12.870
PERSIANN_1d20180318, 0.250
PERSIANN_1d20180319, 0.000
PERSIANN_1d20180320, 0.000
PERSIANN_1d20180321, 0.000
PERSIANN_1d20180322, 0.000
PERSIANN_1d20180323, 0.320
PERSIANN_1d20180324, 0.000
PERSIANN_1d20180325, 0.000
PERSIANN_1d20180326, 0.000
PERSIANN_1d20180327, 0.000
PERSIANN_1d20180328, 0.000
PERSIANN_1d20180329, 0.000
PERSIANN_1d20180330, 0.000
PERSIANN_1d20180331, 7.020
PERSIANN_1d20180401, 37.410
PERSIANN_1d20180402, 0.340
PERSIANN_1d20180403, 0.000
PERSIANN_1d20180404, 0.000
PERSIANN_1d20180405, 0.000
PERSIANN_1d20180406, 0.500
PERSIANN_1d20180407, 0.000
PERSIANN_1d20180408, 5.490
PERSIANN_1d20180409, 1.870
PERSIANN_1d20180410, 8.120
PERSIANN_1d20180411, 6.870
PERSIANN_1d20180412, 10.920
PERSIANN_1d20180413, 15.840
PERSIANN_1d20180414, 2.580
PERSIANN_1d20180415, 0.000
PERSIANN_1d20180416, 8.410
PERSIANN_1d20180417, 0.000
PERSIANN_1d20180418, 0.000
PERSIANN_1d20180419, 0.000
PERSIANN_1d20180420, 0.000
PERSIANN_1d20180421, 0.000
PERSIANN_1d20180422, 0.000
PERSIANN_1d20180423, 0.000
PERSIANN_1d20180424, 0.000
PERSIANN_1d20180425, 0.000
PERSIANN_1d20180426, 0.000
PERSIANN_1d20180427, 2.390
PERSIANN_1d20180428, 0.000
PERSIANN_1d20180429, 0.000
PERSIANN_1d20180430, 3.740
PERSIANN_1d20180501, 6.830
PERSIANN_1d20180502, 67.540
PERSIANN_1d20180503, 35.910
PERSIANN_1d20180504, 7.300
PERSIANN_1d20180505, 7.950
PERSIANN_1d20180506, 0.640
PERSIANN_1d20180507, 11.080
PERSIANN_1d20180508, 40.730
PERSIANN_1d20180509, 60.460
PERSIANN_1d20180510, 1.460
PERSIANN_1d20180511, 2.980
PERSIANN_1d20180512, 32.690
PERSIANN_1d20180513, 5.420
PERSIANN_1d20180514, 3.830
PERSIANN_1d20180515, 9.460
PERSIANN_1d20180516, 11.890
PERSIANN_1d20180517, 10.160
PERSIANN_1d20180518, 18.210
PERSIANN_1d20180519, 0.500
PERSIANN_1d20180520, 11.640
PERSIANN_1d20180521, 33.240
PERSIANN_1d20180522, 17.280
PERSIANN_1d20180523, 48.930
PERSIANN_1d20180524, 53.870
PERSIANN_1d20180525, 9.400
PERSIANN_1d20180526, 1.420
PERSIANN_1d20180527, 1.910
PERSIANN_1d20180528, 5.790
PERSIANN_1d20180529, 0.000
PERSIANN_1d20180530, 0.000
PERSIANN_1d20180531, 0.000
PERSIANN_1d20180601, 1.750
PERSIANN_1d20180602, 13.050
PERSIANN_1d20180603, 1.060
PERSIANN_1d20180604, 18.870
PERSIANN_1d20180605, 0.200
PERSIANN_1d20180606, 22.840
PERSIANN_1d20180607, 21.260
PERSIANN_1d20180608, 0.000
PERSIANN_1d20180609, 0.000
PERSIANN_1d20180610, 0.000
PERSIANN_1d20180611, 0.930
PERSIANN_1d20180612, 2.090
PERSIANN_1d20180613, 1.260
PERSIANN_1d20180614, 0.730
PERSIANN_1d20180615, 0.000
PERSIANN_1d20180616, 7.420
PERSIANN_1d20180617, 1.260
PERSIANN_1d20180618, 0.000
PERSIANN_1d20180619, 0.000
PERSIANN_1d20180620, 0.000
PERSIANN_1d20180621, 11.400
PERSIANN_1d20180622, 0.000
PERSIANN_1d20180623, 2.050
PERSIANN_1d20180624, 0.320
PERSIANN_1d20180625, 0.000
PERSIANN_1d20180626, 2.120
PERSIANN_1d20180627, 4.320
PERSIANN_1d20180628, 1.290
PERSIANN_1d20180629, 14.320
PERSIANN_1d20180630, 39.010
PERSIANN_1d20180701, 38.510
PERSIANN_1d20180702, 18.680
PERSIANN_1d20180703, 0.000
PERSIANN_1d20180704, 0.000
PERSIANN_1d20180705, 0.000
PERSIANN_1d20180706, 0.000
PERSIANN_1d20180707, 2.780
PERSIANN_1d20180708, 1.200
PERSIANN_1d20180709, 0.750
PERSIANN_1d20180710, 1.980
PERSIANN_1d20180711, 3.090
PERSIANN_1d20180712, 0.000
PERSIANN_1d20180713, 0.240
PERSIANN_1d20180714, 0.000
PERSIANN_1d20180715, 7.450
PERSIANN_1d20180716, 0.000
PERSIANN_1d20180717, 0.000
PERSIANN_1d20180718, 0.000
PERSIANN_1d20180719, 1.200
PERSIANN_1d20180720, 1.080
PERSIANN_1d20180721, 1.450
PERSIANN_1d20180722, 0.000
PERSIANN_1d20180723, 0.000
PERSIANN_1d20180724, 0.690
PERSIANN_1d20180725, 0.490
PERSIANN_1d20180726, 0.000
PERSIANN_1d20180727, 3.900
PERSIANN_1d20180728, 0.000
PERSIANN_1d20180729, 3.160
PERSIANN_1d20180730, 5.010
PERSIANN_1d20180731, 15.740
PERSIANN_1d20180801, 0.000
PERSIANN_1d20180802, 11.550
PERSIANN_1d20180803, 1.680
PERSIANN_1d20180804, 0.000
PERSIANN_1d20180805, 0.000
PERSIANN_1d20180806, 0.000
PERSIANN_1d20180807, 0.000
PERSIANN_1d20180808, 0.000
PERSIANN_1d20180809, 3.200
PERSIANN_1d20180810, 3.870
PERSIANN_1d20180811, 6.710
PERSIANN_1d20180812, 0.220
PERSIANN_1d20180813, 0.000
PERSIANN_1d20180814, 7.510
PERSIANN_1d20180815, 0.680
PERSIANN_1d20180816, 0.000
PERSIANN_1d20180817, 0.000
PERSIANN_1d20180818, 0.000
PERSIANN_1d20180819, 0.000
PERSIANN_1d20180820, 1.370
PERSIANN_1d20180821, 0.000
PERSIANN_1d20180822, 0.000
PERSIANN_1d20180823, 2.680
PERSIANN_1d20180824, 21.720
PERSIANN_1d20180825, 11.850
PERSIANN_1d20180826, 1.200
PERSIANN_1d20180827, 12.670
PERSIANN_1d20180828, 4.010
PERSIANN_1d20180829, 0.590
PERSIANN_1d20180830, 8.740
PERSIANN_1d20180831, 32.000
PERSIANN_1d20180901, 4.940
PERSIANN_1d20180902, 6.320
PERSIANN_1d20180903, 0.000
PERSIANN_1d20180904, 0.000
PERSIANN_1d20180905, 0.000
PERSIANN_1d20180906, 0.000
PERSIANN_1d20180907, 0.000
PERSIANN_1d20180908, 0.000
PERSIANN_1d20180909, 0.770
PERSIANN_1d20180910, 1.680
PERSIANN_1d20180911, 0.000
PERSIANN_1d20180912, 0.000
PERSIANN_1d20180913, 12.130
PERSIANN_1d20180914, 17.380
PERSIANN_1d20180915, 5.240
PERSIANN_1d20180916, 6.140
PERSIANN_1d20180917, 0.000
PERSIANN_1d20180918, 2.610
PERSIANN_1d20180919, 1.500
PERSIANN_1d20180920, 1.730
PERSIANN_1d20180921, 0.000
PERSIANN_1d20180922, 7.730
PERSIANN_1d20180923, 13.970
PERSIANN_1d20180924, 0.500
PERSIANN_1d20180925, 12.560
PERSIANN_1d20180926, 0.000
PERSIANN_1d20180927, 25.170
PERSIANN_1d20180928, 23.110
PERSIANN_1d20180929, 15.870
PERSIANN_1d20180930, 6.420
PERSIANN_1d20181001, 15.180
PERSIANN_1d20181002, 5.170
PERSIANN_1d20181003, 25.130
PERSIANN_1d20181004, 25.800
PERSIANN_1d20181005, 36.150
PERSIANN_1d20181006, 4.830
PERSIANN_1d20181007, 32.280
PERSIANN_1d20181008, 20.640
PERSIANN_1d20181009, 0.740
PERSIANN_1d20181010, 0.000
PERSIANN_1d20181011, 0.000
PERSIANN_1d20181012, 0.000
PERSIANN_1d20181013, 0.000
PERSIANN_1d20181014, 10.870
PERSIANN_1d20181015, 18.110
PERSIANN_1d20181016, 14.360
PERSIANN_1d20181017, 2.840
PERSIANN_1d20181018, 12.070
PERSIANN_1d20181019, 0.000
PERSIANN_1d20181020, 10.020
PERSIANN_1d20181021, 0.000
PERSIANN_1d20181022, 0.000
PERSIANN_1d20181023, 0.000
PERSIANN_1d20181024, 0.000
PERSIANN_1d20181025, 0.000
PERSIANN_1d20181026, 0.000
PERSIANN_1d20181027, 0.000
PERSIANN_1d20181028, 1.180
PERSIANN_1d20181029, 0.920
PERSIANN_1d20181030, 0.000
PERSIANN_1d20181031, 19.210
PERSIANN_1d20181101, 1.210
PERSIANN_1d20181102, 0.230
PERSIANN_1d20181103, 5.090
PERSIANN_1d20181104, 0.000
PERSIANN_1d20181105, 0.000
PERSIANN_1d20181106, 1.880
PERSIANN_1d20181107, 4.550
PERSIANN_1d20181108, 1.180
PERSIANN_1d20181109, 0.000
PERSIANN_1d20181110, 0.000
PERSIANN_1d20181111, 0.000
PERSIANN_1d20181112, 0.000
PERSIANN_1d20181113, 0.000
PERSIANN_1d20181114, 0.000
PERSIANN_1d20181115, 3.110
PERSIANN_1d20181116, 33.500
PERSIANN_1d20181117, 0.000
PERSIANN_1d20181118, 1.980
PERSIANN_1d20181119, 5.660
PERSIANN_1d20181120, 0.310
PERSIANN_1d20181121, 0.000
PERSIANN_1d20181122, 0.000
PERSIANN_1d20181123, 11.030
PERSIANN_1d20181124, 0.000
PERSIANN_1d20181125, 0.000
PERSIANN_1d20181126, 0.000
PERSIANN_1d20181127, 0.000
PERSIANN_1d20181128, 0.000
PERSIANN_1d20181129, 0.690
PERSIANN_1d20181130, 0.000
PERSIANN_1d20181201, 0.000
PERSIANN_1d20181202, 0.000
PERSIANN_1d20181203, 0.000
PERSIANN_1d20181204, 0.000
PERSIANN_1d20181205, 0.000
PERSIANN_1d20181206, 0.000
PERSIANN_1d20181207, 0.000
PERSIANN_1d20181208, 0.000
PERSIANN_1d20181209, 0.000
PERSIANN_1d20181210, 0.000
PERSIANN_1d20181211, 0.000
PERSIANN_1d20181212, 0.000
PERSIANN_1d20181213, 0.000
PERSIANN_1d20181214, 0.000
PERSIANN_1d20181215, 5.740
PERSIANN_1d20181216, 4.770
PERSIANN_1d20181217, 0.000
PERSIANN_1d20181218, 0.000
PERSIANN_1d20181219, 0.590
PERSIANN_1d20181220, 0.600
PERSIANN_1d20181221, 0.000
PERSIANN_1d20181222, 4.620
PERSIANN_1d20181223, 0.000
PERSIANN_1d20181224, 0.000
PERSIANN_1d20181225, 0.000
PERSIANN_1d20181226, 0.000
PERSIANN_1d20181227, 0.000
PERSIANN_1d20181228, 0.000
PERSIANN_1d20181229, 0.000
PERSIANN_1d20181230, 0.000
PERSIANN_1d20181231, 0.000
PERSIANN_1d20190101, 0.000
PERSIANN_1d20190102, 0.000
PERSIANN_1d20190103, 0.000
